customer_id,size,type
1629790719,MEDIUM,GROCERIES
924289946,MICRO,HOME SALES
1852782043,MEDIUM,FAMILY-RUN SUPERMAKRET
113481240,MICRO,BAR
1154217600,MICRO,BUTCHERY
862224576,SMALL,HOME SALES
2098536026,,CORNER SHOP
1419322508,SMALL,HOME SALES
1135041287,MEDIUM,HOME SALES
674095151,,GROCERIES
612177046,SMALL,CORNER SHOP
859219356,,CORNER SHOP
848488035,MICRO,CORNER SHOP
2017716599,,HOME SALES
102304577,MEDIUM,GROCERIES
2144035024,,CORNER SHOP
417329562,EXTRA LARGE,WHOLESELLER
846968688,SMALL,GROCERIES
1412362000,MEDIUM,GROCERIES
1116099792,SMALL,FRESH VEGTABLE MARKET
2119220984,SMALL,HOME SALES
433601657,MICRO,HOME SALES
1858677668,,HOME SALES
681100972,MEDIUM,WINE AND SPIRIT
1851535952,MEDIUM,GROCERIES
1355662668,MEDIUM,GROCERIES
2097876513,SMALL,HOME SALES
777812327,,HOME SALES
1113003549,,HOME SALES
619403771,SMALL,CORNER SHOP
1750617541,SMALL,PHARMACY
449752939,LARGE,FAMILY-RUN SUPERMAKRET
1951582715,,HOME SALES
819734252,MICRO,HOME SALES
1161936809,MEDIUM,HOME SALES
1261642197,,HOME SALES
875881822,MICRO,HOME SALES
1899682776,,GROCERIES
19746159,,HOME SALES
2030266354,,BUTCHERY
1215224709,,CORNER SHOP
230191893,,HOME SALES
1782086881,,HOME SALES
1455277672,MEDIUM,CORNER SHOP
1697211071,,FAMILY-RUN SUPERMAKRET
1660825470,SMALL,HOME SALES
380565841,SMALL,BAR
1209128227,MEDIUM,GROCERIES
250231617,SMALL,HOME SALES
1195439354,,PHARMACY
1941981721,MICRO,CORNER SHOP
1187427087,,HOME SALES
307139266,,WINE AND SPIRIT
610350344,,HOME SALES
1154571982,,HOME SALES
769163477,SMALL,HOME SALES
24739449,SMALL,HOME SALES
898761955,EXTRA LARGE,FAMILY-RUN SUPERMAKRET
131269644,MICRO,HOME SALES
1280345028,,GROCERIES
618083449,MEDIUM,WINE AND SPIRIT
554807850,MICRO,GROCERIES
877872907,MEDIUM,GROCERIES
1439922871,MICRO,FAMILY-OWNED RESTAURANT
1144142461,MEDIUM,GROCERIES
1838078758,MEDIUM,GROCERIES
695771991,MICRO,CORNER SHOP
160158373,SMALL,HOME SALES
2102852257,EXTRA LARGE,GROCERIES
146282275,MEDIUM,HOME SALES
2085559934,SMALL,HOME SALES
832306146,SMALL,GROCERIES
1381097561,,GROCERIES
1827024174,EXTRA LARGE,WHOLESELLER
601915813,,HOME SALES
1667990645,MEDIUM,GROCERIES
1344801736,MEDIUM,GROCERIES
196387904,,HOME SALES
757909662,MICRO,HOME SALES
390835149,MEDIUM,CORNER SHOP
1427792214,,WINE AND SPIRIT
268325406,,HOME SALES
776348399,,HOME SALES
148920651,MEDIUM,GROCERIES
764590926,SMALL,CORNER SHOP
1555670320,MEDIUM,HOME SALES
1591998276,SMALL,CORNER SHOP
1169398537,SMALL,HOME SALES
846198049,SMALL,HOME SALES
616492038,MEDIUM,CORNER SHOP
627163141,MICRO,CORNER SHOP
2064139907,SMALL,GROCERIES
64013137,SMALL,HOME SALES
520117545,,CORNER SHOP
451205433,MICRO,HOME SALES
691300597,MEDIUM,FRESH VEGTABLE MARKET
15037581,,CORNER SHOP
1289125721,MEDIUM,FRESH VEGTABLE MARKET
999082687,,GROCERIES
916850701,MEDIUM,HOME SALES
2006387274,MICRO,HOME SALES
1149399822,SMALL,GROCERIES
1689153423,MEDIUM,GROCERIES
981169371,MICRO,HOME SALES
533885143,,HOME SALES
294778096,,GROCERIES
479004434,,GROCERIES
465210033,,GROCERIES
812392004,MICRO,HOME SALES
1685497199,SMALL,HOME SALES
1699112855,MEDIUM,CORNER SHOP
1340410098,,CORNER SHOP
223211449,MEDIUM,CORNER SHOP
1173446618,MEDIUM,GROCERIES
319302338,MEDIUM,CORNER SHOP
371616505,SMALL,BAR
915047916,MEDIUM,GROCERIES
1735448343,SMALL,HOME SALES
1830452562,SMALL,HOME SALES
1499320047,SMALL,CORNER SHOP
1503670866,,CORNER SHOP
2045356304,MEDIUM,PHARMACY
917788568,MEDIUM,GROCERIES
373266421,,GROCERIES
1737885189,SMALL,CORNER SHOP
385574448,MEDIUM,WHOLESELLER
1076123123,,WINE AND SPIRIT
1287002847,SMALL,SPECIALIZED FOOD SERVICES
1648500989,SMALL,CORNER SHOP
1781866035,MEDIUM,FAMILY-OWNED RESTAURANT
1104302044,MEDIUM,WHOLESELLER
931024540,SMALL,BAR
619217898,,HOME SALES
359730498,,PHARMACY
341678081,MEDIUM,CORNER SHOP
815377736,SMALL,HOME SALES
1548326046,MEDIUM,CORNER SHOP
966920373,LARGE,GROCERIES
1706148824,MEDIUM,PHARMACY
1671416815,,GROCERIES
1607882372,MEDIUM,CORNER SHOP
788957263,,PHARMACY
438945482,,HOME SALES
1760729503,,HOME SALES
1347185729,,FRESH VEGTABLE MARKET
1521496230,,CORNER SHOP
123220204,MEDIUM,CORNER SHOP
991729793,MEDIUM,GROCERIES
1613926818,SMALL,GROCERIES
363878381,MEDIUM,FRESH VEGTABLE MARKET
1480579023,,GROCERIES
60410039,MEDIUM,CORNER SHOP
2064763650,EXTRA LARGE,GROCERIES
902193667,SMALL,HOME SALES
1200826147,MICRO,HOME SALES
1843669948,MEDIUM,BAR
1778081350,SMALL,CORNER SHOP
1872627443,,HOME SALES
583376583,MEDIUM,GROCERIES
1842969237,MEDIUM,WHOLESELLER
1572468329,,HOME SALES
1492693056,SMALL,BAR
1834925559,MEDIUM,CORNER SHOP
1931267979,,CORNER SHOP
260673796,SMALL,HOME SALES
1888335439,MEDIUM,GROCERIES
2009246542,,WINE AND SPIRIT
994272275,SMALL,HOME SALES
1201579661,,HOME SALES
1830415837,,CORNER SHOP
125707616,SMALL,HOME SALES
607739469,MICRO,HOME SALES
349205531,SMALL,GROCERIES
631426121,MEDIUM,FRESH VEGTABLE MARKET
2116498100,SMALL,GROCERIES
1994044660,MEDIUM,CORNER SHOP
178240050,MEDIUM,HOME SALES
1089569431,MEDIUM,GROCERIES
526148958,MEDIUM,GROCERIES
2096663051,MICRO,PHARMACY
1068015470,,HOME SALES
20101702,MEDIUM,CORNER SHOP
1741660695,MEDIUM,HOME SALES
911492080,,CORNER SHOP
1075288532,SMALL,HOME SALES
1218852550,SMALL,WINE AND SPIRIT
155723785,,HOME SALES
1928317554,SMALL,HOME SALES
1789658523,MEDIUM,GROCERIES
1524474504,SMALL,CORNER SHOP
1385558701,MICRO,HOME SALES
2133156499,SMALL,CORNER SHOP
850226161,,BAR
843918835,,HOME SALES
605158634,MEDIUM,CORNER SHOP
618195750,,HOME SALES
1059240126,MICRO,FAMILY-RUN SUPERMAKRET
1811905920,MEDIUM,HOME SALES
310161484,MICRO,HOME SALES
1683773316,,GROCERIES
1109832607,MICRO,HOME SALES
1007537596,MEDIUM,WINE AND SPIRIT
1912947611,MEDIUM,HOME SALES
868306040,EXTRA LARGE,FAMILY-RUN SUPERMAKRET
671697654,SMALL,HOME SALES
1072414445,MICRO,HOME SALES
349340607,,HOME SALES
1364763595,MICRO,BUTCHERY
1530813643,MEDIUM,CORNER SHOP
679034460,MEDIUM,GROCERIES
1571012287,MEDIUM,HOME SALES
16082501,MEDIUM,HOME SALES
60830912,,FAMILY-RUN SUPERMAKRET
312028516,MICRO,HOME SALES
1370161377,MEDIUM,GROCERIES
755066660,,HOME SALES
2130679248,,HOME SALES
525978413,,FRESH VEGTABLE MARKET
1416562588,MEDIUM,FRESH VEGTABLE MARKET
469703413,MEDIUM,HOME SALES
1752762782,LARGE,GROCERIES
494830580,MICRO,HOME SALES
54624088,SMALL,GROCERIES
854380314,MEDIUM,GROCERIES
1069713225,MEDIUM,GROCERIES
2061579218,MICRO,HOME SALES
78680385,MEDIUM,GROCERIES
767939185,MEDIUM,GROCERIES
75690599,MEDIUM,GROCERIES
1700262479,SMALL,GROCERIES
1232557729,LARGE,FAMILY-RUN SUPERMAKRET
821964758,,HOME SALES
1800566415,SMALL,CORNER SHOP
1499697611,MICRO,HOME SALES
840204055,MEDIUM,CORNER SHOP
1583200335,MICRO,GROCERIES
70776922,,GROCERIES
606039943,MEDIUM,CORNER SHOP
1720131790,MICRO,HOME SALES
329375316,SMALL,FRESH VEGTABLE MARKET
1952123500,MICRO,HOME SALES
707385678,MEDIUM,HOME SALES
987517077,SMALL,CORNER SHOP
1602597277,SMALL,HOME SALES
524436656,,GROCERIES
86484550,,GROCERIES
463284970,SMALL,HOME SALES
377498193,,HOME SALES
1132889553,,FAMILY-RUN SUPERMAKRET
1581368610,MEDIUM,GROCERIES
2119526041,MEDIUM,FRESH VEGTABLE MARKET
1127279089,SMALL,WINE AND SPIRIT
2001750542,MEDIUM,CORNER SHOP
2040115027,SMALL,HOME SALES
464689576,MEDIUM,CORNER SHOP
1622729603,,CORNER SHOP
131254208,MEDIUM,CORNER SHOP
988874413,,HOME SALES
1539183374,MICRO,HOME SALES
977791158,SMALL,HOME SALES
202988605,,FRESH VEGTABLE MARKET
647933427,,CORNER SHOP
1329642565,SMALL,GROCERIES
2045840138,MEDIUM,CORNER SHOP
2079146684,SMALL,CORNER SHOP
743768026,,HOME SALES
1045661034,MEDIUM,CORNER SHOP
991924262,,WINE AND SPIRIT
183227272,SMALL,HOME SALES
332014894,MEDIUM,GROCERIES
1137560332,SMALL,HOME SALES
444424232,MEDIUM,FRESH VEGTABLE MARKET
1165531621,MICRO,HOME SALES
2007675990,MICRO,PHARMACY
1989045378,,HOME SALES
1983631798,MICRO,HOME SALES
1647796232,MEDIUM,GROCERIES
479362344,,HOME SALES
1190865890,EXTRA LARGE,WINE AND SPIRIT
1114886524,EXTRA LARGE,WHOLESELLER
1396294389,,CORNER SHOP
791433588,SMALL,HOME SALES
762956166,MICRO,HOME SALES
1113825881,SMALL,CORNER SHOP
259743505,MEDIUM,CORNER SHOP
2021041276,,BAR
974289758,MICRO,GROCERIES
1083032551,MEDIUM,CORNER SHOP
795843054,,WINE AND SPIRIT
842444921,MEDIUM,GROCERIES
1745987727,MEDIUM,GROCERIES
1141939337,SMALL,BAR
580206975,SMALL,HOME SALES
1049382817,,HOME SALES
1101230877,MEDIUM,CORNER SHOP
1485966481,SMALL,CORNER SHOP
579700086,,HOME SALES
1877008106,SMALL,PHARMACY
465328091,MICRO,BAR
1913235911,MEDIUM,GROCERIES
267422437,,HOME SALES
1638702415,SMALL,BAR
1877017841,MEDIUM,GROCERIES
1665879850,,FRESH VEGTABLE MARKET
1549263948,SMALL,BAR
1763821744,SMALL,CORNER SHOP
1382817935,,HOME SALES
2092298914,SMALL,CORNER SHOP
2132820126,SMALL,CORNER SHOP
142731167,SMALL,CORNER SHOP
93552828,MEDIUM,FAMILY-RUN SUPERMAKRET
1637860776,MEDIUM,CORNER SHOP
1159905556,SMALL,CORNER SHOP
660611730,LARGE,CORNER SHOP
223526687,MEDIUM,HOME SALES
1475891662,MEDIUM,GROCERIES
822152858,MICRO,BAR
1926599851,,HOME SALES
860844234,SMALL,HOME SALES
1142459239,,HOME SALES
1584538497,MICRO,HOME SALES
19502111,SMALL,HOME SALES
574304885,LARGE,GROCERIES
1462315870,,FAMILY-RUN SUPERMAKRET
2087056451,SMALL,HOME SALES
78192967,MICRO,PHARMACY
1150160386,,BAR
851968584,SMALL,HOME SALES
1399120448,MEDIUM,BAR
231293916,MICRO,HOME SALES
1784602099,SMALL,HOME SALES
2092395318,SMALL,CORNER SHOP
1793057520,MEDIUM,GROCERIES
2092807764,MEDIUM,GROCERIES
2131264411,,WINE AND SPIRIT
615949354,EXTRA LARGE,GROCERIES
792607071,MEDIUM,GROCERIES
801326702,,HOME SALES
1806463098,MEDIUM,FRESH VEGTABLE MARKET
1764533255,,CORNER SHOP
1111442149,SMALL,HOME SALES
485650250,SMALL,HOME SALES
71206971,SMALL,GROCERIES
2013038813,MEDIUM,HOME SALES
254731093,MEDIUM,CORNER SHOP
143110700,,HOME SALES
528711750,,WINE AND SPIRIT
43757618,SMALL,HOME SALES
2080612997,SMALL,HOME SALES
578441432,MEDIUM,GROCERIES
1324915343,MEDIUM,GROCERIES
1889379487,MICRO,HOME SALES
149537101,LARGE,GROCERIES
1789024483,MEDIUM,GROCERIES
718493205,,CONVENIENCE STORE
1518549259,MEDIUM,WINE AND SPIRIT
810287083,MEDIUM,BAR
929527499,,CORNER SHOP
733790289,SMALL,GROCERIES
1431762170,MEDIUM,CORNER SHOP
1027653822,MEDIUM,GROCERIES
1275842023,MEDIUM,CORNER SHOP
856992147,,CORNER SHOP
1845297535,MEDIUM,WINE AND SPIRIT
288033711,MEDIUM,GROCERIES
1013454037,MEDIUM,BAR
68742573,SMALL,HOME SALES
92046616,MEDIUM,HOME SALES
1993311721,MEDIUM,GROCERIES
896233317,MEDIUM,GROCERIES
2123667953,LARGE,WHOLESELLER
763470835,,HOME SALES
325377835,SMALL,HOME SALES
2136719632,MEDIUM,GROCERIES
1633323005,MEDIUM,GROCERIES
2102644153,MEDIUM,FRESH VEGTABLE MARKET
614387479,MEDIUM,FAMILY-RUN SUPERMAKRET
1049289316,SMALL,HOME SALES
571994754,SMALL,HOME SALES
532547626,SMALL,HOME SALES
1598151819,MICRO,HOME SALES
1041923298,,CORNER SHOP
215899734,MEDIUM,WHOLESELLER
1960832735,MICRO,HOME SALES
1130781340,SMALL,HOME SALES
260344028,SMALL,CORNER SHOP
877372187,SMALL,GROCERIES
584965020,SMALL,HOME SALES
1131763170,,HOME SALES
1513318283,SMALL,HOME SALES
2026934544,MEDIUM,BUTCHERY
2085803148,,HOME SALES
784928452,,HOME SALES
463485439,,WINE AND SPIRIT
120309175,MEDIUM,CORNER SHOP
1376089049,MICRO,PHARMACY
1484776928,MEDIUM,HOME SALES
1247083522,SMALL,HOME SALES
632290663,,HOME SALES
2000456339,SMALL,GROCERIES
2048888341,MICRO,HOME SALES
928411054,MICRO,HOME SALES
692884154,MEDIUM,CORNER SHOP
1740600159,,FRESH VEGTABLE MARKET
2020951024,SMALL,HOME SALES
546002582,MEDIUM,CORNER SHOP
435250249,MEDIUM,GROCERIES
903616533,SMALL,BAR
1274159684,MEDIUM,FAMILY-RUN SUPERMAKRET
1255199974,SMALL,HOME SALES
768155018,SMALL,HOME SALES
624050184,,CORNER SHOP
1322693405,,WINE AND SPIRIT
1219261609,MEDIUM,CORNER SHOP
1450551774,SMALL,CORNER SHOP
219713356,SMALL,CORNER SHOP
908571046,MEDIUM,CORNER SHOP
1691627253,EXTRA LARGE,WINE AND SPIRIT
586463861,,HOME SALES
1747162471,MEDIUM,FAMILY-RUN SUPERMAKRET
252414904,SMALL,HOME SALES
298527946,MEDIUM,HOME SALES
1960242247,MEDIUM,GROCERIES
1833467212,SMALL,HOME SALES
282469005,SMALL,BAR
1864465011,SMALL,CORNER SHOP
181564578,MEDIUM,GROCERIES
1895195084,MEDIUM,GROCERIES
1992137491,,HOME SALES
770074704,MICRO,BAR
1635041484,,HOME SALES
209815597,,CORNER SHOP
424210390,EXTRA LARGE,GROCERIES
628603788,,CORNER SHOP
1148151237,MICRO,BAR
1422536867,MEDIUM,FRESH VEGTABLE MARKET
422122698,MICRO,WINE AND SPIRIT
1467852615,MEDIUM,GROCERIES
695395386,SMALL,HOME SALES
151879179,,HOME SALES
807767632,MICRO,HOME SALES
1015499853,SMALL,BAR
1850910144,SMALL,HOME SALES
1046931128,SMALL,BAR
161560678,SMALL,CORNER SHOP
1285076487,MICRO,HOME SALES
1656751883,,HOME SALES
583451543,LARGE,WINE AND SPIRIT
972277943,SMALL,BAR
934345637,SMALL,HOME SALES
383621829,LARGE,WHOLESELLER
1985500572,SMALL,HOME SALES
552806028,MEDIUM,CORNER SHOP
1454355988,,HOME SALES
1565361061,MICRO,HOME SALES
180210594,MEDIUM,GROCERIES
702377218,MEDIUM,HOME SALES
22863518,MICRO,HOME SALES
1779512500,SMALL,HOME SALES
1182551098,SMALL,HOME SALES
1987360896,MEDIUM,BAR
2100192689,SMALL,CORNER SHOP
399910843,MEDIUM,CORNER SHOP
1405788361,,CORNER SHOP
1373115624,SMALL,CORNER SHOP
1608712217,,CORNER SHOP
561906186,MEDIUM,CORNER SHOP
439342842,SMALL,HOME SALES
1766636542,,HOME SALES
241962472,,HOME SALES
1669872326,MICRO,HOME SALES
740857100,SMALL,HOME SALES
2133174866,,CORNER SHOP
1650998054,,HOME SALES
1623781806,EXTRA LARGE,GROCERIES
1229665600,MEDIUM,CORNER SHOP
1740607802,MEDIUM,CORNER SHOP
404469436,MEDIUM,FAMILY-RUN SUPERMAKRET
1345882052,SMALL,BAR
1282924855,MEDIUM,CORNER SHOP
1160344266,LARGE,SPECIALIZED FOOD SERVICES
1169990069,MEDIUM,HOME SALES
353634968,MEDIUM,HOME SALES
361833227,MICRO,HOME SALES
328414992,MEDIUM,GROCERIES
812196181,SMALL,BAR
1087817165,MEDIUM,GROCERIES
1561741302,MICRO,GROCERIES
440403813,,WINE AND SPIRIT
1966707385,MICRO,HOME SALES
641615944,LARGE,GROCERIES
451280698,,CORNER SHOP
542891704,MEDIUM,GROCERIES
298598417,SMALL,CORNER SHOP
514248618,SMALL,HOME SALES
233500658,,HOME SALES
1349366733,MICRO,HOME SALES
1401626703,MEDIUM,FRESH VEGTABLE MARKET
1306050090,MEDIUM,GROCERIES
1337541325,,CORNER SHOP
821317465,LARGE,WINE AND SPIRIT
1593784255,,HOME SALES
1784688152,SMALL,WINE AND SPIRIT
980378574,MICRO,HOME SALES
499103993,,BAR
1321732385,MICRO,FRESH VEGTABLE MARKET
1231151658,SMALL,GROCERIES
1586076711,LARGE,GROCERIES
685690505,SMALL,HOME SALES
314399152,SMALL,HOME SALES
277516549,MEDIUM,GROCERIES
538712738,MEDIUM,HOME SALES
787955484,SMALL,GROCERIES
1839209117,MICRO,HOME SALES
290065363,SMALL,HOME SALES
340487966,LARGE,FAMILY-RUN SUPERMAKRET
1818727425,MEDIUM,CORNER SHOP
1337372976,SMALL,PHARMACY
2042915768,,HOME SALES
1319780159,SMALL,CORNER SHOP
1748235862,LARGE,GROCERIES
783070515,MEDIUM,HOME SALES
312626503,MEDIUM,CORNER SHOP
934547675,SMALL,SPECIALIZED FOOD SERVICES
552642244,MICRO,HOME SALES
31579984,,HOME SALES
1238232795,SMALL,HOME SALES
1780405171,SMALL,BAR
1410234563,MEDIUM,GROCERIES
1062984072,SMALL,GROCERIES
1280632117,SMALL,GROCERIES
241426284,MEDIUM,GROCERIES
597963297,MEDIUM,HOME SALES
1419236916,,GROCERIES
1170669675,,BAR
1653836740,,CORNER SHOP
122031025,MEDIUM,PHARMACY
2115789418,SMALL,HOME SALES
1856734392,,HOME SALES
1845138408,MICRO,HOME SALES
135368798,SMALL,HOME SALES
1430540815,MEDIUM,GROCERIES
1998599145,SMALL,CORNER SHOP
427512091,,WINE AND SPIRIT
2079770692,EXTRA LARGE,FAMILY-RUN SUPERMAKRET
2080499095,,CORNER SHOP
1701255666,,HOME SALES
849136040,MEDIUM,HOME SALES
293163774,LARGE,GROCERIES
912706803,SMALL,HOME SALES
1349836015,LARGE,WHOLESELLER
1453339264,,HOME SALES
156015322,SMALL,HOME SALES
920273246,SMALL,CORNER SHOP
382686840,MEDIUM,GROCERIES
554375403,,HOME SALES
1368660877,MEDIUM,GROCERIES
1535844082,,BAR
716087288,MEDIUM,GROCERIES
1384107110,,HOME SALES
1308153149,MEDIUM,GROCERIES
154931615,MEDIUM,WINE AND SPIRIT
284563211,SMALL,HOME SALES
1804785224,,HOME SALES
1201554922,MEDIUM,CORNER SHOP
1540351289,MEDIUM,GROCERIES
1486590910,,CORNER SHOP
46628680,MEDIUM,CORNER SHOP
760019145,MEDIUM,CORNER SHOP
280644172,SMALL,BAR
73576587,MICRO,HOME SALES
1273509015,SMALL,HOME SALES
870423431,MICRO,PHARMACY
1498379037,LARGE,GROCERIES
1156830109,MEDIUM,CORNER SHOP
1204966154,SMALL,HOME SALES
2085278354,SMALL,WINE AND SPIRIT
1653324839,MEDIUM,WHOLESELLER
648785960,LARGE,GROCERIES
191645919,MICRO,HOME SALES
1393613687,SMALL,HOME SALES
766805102,SMALL,HOME SALES
2132985708,MEDIUM,GROCERIES
716617325,LARGE,GROCERIES
613067944,SMALL,HOME SALES
439598834,SMALL,HOME SALES
914985619,,HOME SALES
2095222784,SMALL,GROCERIES
21246119,SMALL,HOME SALES
1719567132,MEDIUM,BAR
870760259,,HOME SALES
394446558,LARGE,GROCERIES
1152004614,,BAR
1551501607,MEDIUM,GROCERIES
782954220,SMALL,GROCERIES
1621999178,SMALL,HOME SALES
1561705977,MEDIUM,GROCERIES
1882952245,MEDIUM,WINE AND SPIRIT
2105804850,SMALL,GROCERIES
2123710144,,HOME SALES
2130550267,MEDIUM,WINE AND SPIRIT
1705687929,MEDIUM,GROCERIES
814661485,SMALL,GROCERIES
1450627836,SMALL,FRESH VEGTABLE MARKET
384082776,,HOME SALES
1246377009,MEDIUM,BAR
155109002,SMALL,CORNER SHOP
1022085349,MEDIUM,HOME SALES
180963689,MEDIUM,GROCERIES
1404967367,MEDIUM,GROCERIES
831010202,SMALL,HOME SALES
673675008,,BAR
1770091164,SMALL,HOME SALES
1485750676,,GROCERIES
2072543140,,CORNER SHOP
1782827392,MEDIUM,GROCERIES
868800516,EXTRA LARGE,FAMILY-RUN SUPERMAKRET
662974898,SMALL,HOME SALES
1612103303,MEDIUM,GROCERIES
1773242895,SMALL,CORNER SHOP
1059575461,MICRO,PHARMACY
1743919852,SMALL,CORNER SHOP
725481355,SMALL,CORNER SHOP
1020805012,SMALL,CORNER SHOP
1714838996,SMALL,WINE AND SPIRIT
1526440206,SMALL,HOME SALES
926118853,MICRO,CORNER SHOP
1494651691,MEDIUM,GROCERIES
1289137487,SMALL,HOME SALES
316904348,,HOME SALES
1075639633,MICRO,HOME SALES
61060653,MEDIUM,GROCERIES
502882325,MICRO,HOME SALES
1033117417,,FAMILY-RUN SUPERMAKRET
2018603682,SMALL,FRESH VEGTABLE MARKET
1006148058,MEDIUM,GROCERIES
1440522743,MEDIUM,GROCERIES
1314872773,MEDIUM,BAR
1357134760,MEDIUM,GROCERIES
1020060741,MICRO,HOME SALES
749462909,SMALL,GROCERIES
933346926,MICRO,HOME SALES
1268824553,MEDIUM,GROCERIES
1267791624,,BUTCHERY
170389799,MEDIUM,GROCERIES
2110890176,MEDIUM,CORNER SHOP
388739693,MICRO,HOME SALES
446687507,,CORNER SHOP
1484318909,MEDIUM,CORNER SHOP
1849486736,MEDIUM,GROCERIES
1977785450,SMALL,HOME SALES
1570938024,MICRO,HOME SALES
368658599,MEDIUM,CORNER SHOP
1627271407,MEDIUM,CORNER SHOP
1464433349,MEDIUM,CORNER SHOP
1728745328,MEDIUM,CORNER SHOP
1602095696,SMALL,WINE AND SPIRIT
319580885,SMALL,HOME SALES
1014483283,MICRO,GROCERIES
515960340,SMALL,CORNER SHOP
1326809794,,HOME SALES
1462721565,,HOME SALES
400727243,MEDIUM,GROCERIES
638755257,SMALL,WINE AND SPIRIT
1825397781,MEDIUM,HOME SALES
593269413,MEDIUM,GROCERIES
29093961,MEDIUM,GROCERIES
86268441,,FAMILY-RUN SUPERMAKRET
1285726641,,WINE AND SPIRIT
78558851,MEDIUM,GROCERIES
1758592323,SMALL,HOME SALES
915989686,MICRO,CORNER SHOP
814919688,SMALL,HOME SALES
1179656114,SMALL,CORNER SHOP
951384629,EXTRA LARGE,GROCERIES
1754787199,SMALL,BAR
319210256,,HOME SALES
2023616724,MEDIUM,FRESH VEGTABLE MARKET
1378951460,MEDIUM,CORNER SHOP
947101547,MEDIUM,CORNER SHOP
1158418587,LARGE,CORNER SHOP
947111398,SMALL,FRESH VEGTABLE MARKET
1016407802,SMALL,GROCERIES
1085339389,MEDIUM,CORNER SHOP
879140333,MICRO,HOME SALES
1019832124,LARGE,WINE AND SPIRIT
250407921,MICRO,HOME SALES
807006338,,HOME SALES
337291592,SMALL,GROCERIES
580951197,LARGE,GROCERIES
108182656,MICRO,HOME SALES
639425697,MEDIUM,FAMILY-RUN SUPERMAKRET
922246902,MEDIUM,CORNER SHOP
1289681340,MEDIUM,CORNER SHOP
2107490857,MICRO,GROCERIES
2119253651,,GROCERIES
1965918762,SMALL,HOME SALES
1205234383,,WINE AND SPIRIT
2024612390,MEDIUM,HOME SALES
698025807,MEDIUM,CORNER SHOP
2008090998,SMALL,WHOLESELLER
962675222,,HOME SALES
904596363,MEDIUM,HOME SALES
550378126,,HOME SALES
918299930,SMALL,GROCERIES
1518036946,SMALL,HOME SALES
674156359,MICRO,HOME SALES
